Temperature,Humidity,Storage_Days,Spoilage_Label,Grain_Type,Airflow,Dew_Point,Ambient_Light,Pest_Presence,Grain_Moisture,Rainfall
23.65,81.26,252,Spoiled,5,0.943,20.24,109.8,1,14.78,0.64
7.34,64.6,678,Risky,5,1.402,1.11,194.0,0,15.64,4.62
15.12,43.22,440,Safe,5,0.364,2.7,124.8,0,9.55,5.11
31.65,52.04,723,Spoiled,5,0.601,20.58,148.6,0,15.53,5.73
36.62,61.06,82,Spoiled,5,0.126,27.87,194.8,0,18.27,2.16
6.22,59.95,291,Safe,5,0.63,-0.98,31.8,0,13.19,3.93
23.49,71.94,715,Risky,5,1.451,18.13,195.2,0,11.61,1.77
35.95,83.16,382,Spoiled,5,1.471,32.63,97.1,1,14.88,2.94
21.48,77.93,669,Spoiled,5,0.538,17.46,143.1,0,17.87,1.24
36.83,62.47,362,Spoiled,5,1.286,28.46,139.8,0,16.93,0.26
21.95,55.54,134,Spoiled,5,1.306,12.64,34.5,1,19.47,0.35
7.98,77.37,525,Spoiled,5,0.462,4.26,140.8,1,15.41,0.58
26.02,49.5,729,Spoiled,5,1.377,14.62,99.9,0,15.65,2.9
20.85,51.56,24,Risky,5,0.866,10.49,159.8,0,19.16,0.19
10.97,67.23,95,Safe,5,0.081,5.13,26.0,0,9.39,2.38
23.69,87.78,504,Spoiled,5,1.383,21.54,28.1,0,11.58,0.1
36.66,50.25,121,Risky,5,0.637,24.6,21.4,0,15.38,0.39
22.55,61.67,72,Safe,5,0.692,14.81,132.1,0,9.3,1.64
7.65,36.97,127,Safe,5,1.272,-6.12,79.5,0,13.24,2.0
32.59,86.52,205,Spoiled,5,0.604,30.04,76.7,0,12.25,0.05
29.05,85.53,409,Spoiled,5,0.158,26.37,100.5,0,18.38,1.36
15.14,42.11,289,Risky,5,1.098,2.35,76.2,0,18.75,2.65
13.41,37.21,323,Risky,5,0.248,-0.91,113.7,0,19.71,0.1
33.77,63.89,49,Spoiled,5,0.089,25.96,135.4,1,15.54,4.54
16.29,75.13,212,Risky,5,0.834,11.87,145.2,0,11.36,0.75
15.9,46.06,690,Risky,5,0.48,4.31,42.4,0,10.11,0.55
16.05,82.94,553,Spoiled,5,0.693,13.15,176.2,0,17.71,0.52
32.63,67.65,286,Spoiled,5,0.547,25.85,106.7,0,17.96,3.79
33.02,63.36,40,Risky,5,0.493,25.11,153.3,0,12.28,9.2
6.47,85.0,566,Spoiled,5,0.402,4.13,100.3,1,14.16,0.65
27.13,59.79,650,Risky,5,0.478,18.62,152.5,0,14.32,2.84
23.55,42.92,695,Spoiled,5,0.48,10.21,45.6,0,19.55,2.35
32.82,76.49,522,Spoiled,5,1.297,28.13,130.0,0,17.07,4.87
15.11,38.16,168,Safe,5,1.007,0.95,100.5,0,12.61,2.87
31.5,80.52,521,Spoiled,5,0.73,27.73,198.3,0,16.26,0.03
16.2,56.32,691,Spoiled,5,0.308,7.49,80.8,0,16.7,0.19
26.04,60.53,323,Risky,5,1.438,17.8,156.6,0,13.66,0.65
23.21,88.62,133,Risky,5,1.274,21.22,63.9,0,14.76,2.9
24.34,59.47,423,Safe,5,1.357,15.93,169.7,0,11.17,0.84
12.62,48.39,89,Risky,5,1.152,2.01,198.7,0,18.99,8.18
14.46,58.31,195,Safe,5,0.221,6.37,47.5,0,14.91,0.88
32.37,66.31,17,Risky,5,0.18,25.26,76.4,0,14.12,6.74
30.06,39.0,356,Risky,5,1.093,14.57,118.1,0,9.74,2.79
27.63,60.71,224,Risky,5,1.332,19.34,172.6,0,9.96,3.67
6.51,37.65,70,Risky,5,0.491,-6.9,46.1,0,19.43,3.13
13.1,82.23,226,Risky,5,0.696,10.14,132.9,0,11.24,0.36
9.67,45.24,291,Risky,5,0.408,-1.61,109.0,0,19.03,2.88
13.07,73.29,228,Risky,5,0.896,8.4,20.4,0,17.65,3.92
36.43,35.51,31,Spoiled,5,1.315,18.7,98.7,1,19.66,0.59
10.36,81.42,341,Risky,5,1.152,7.32,137.9,0,14.58,7.04
11.62,68.3,580,Spoiled,5,1.183,5.98,76.2,0,19.52,1.27
13.68,66.73,204,Risky,5,0.808,7.6,64.2,0,17.37,0.11
25.38,60.05,688,Spoiled,5,0.154,17.05,172.2,0,15.15,2.77
21.28,67.81,484,Spoiled,5,0.474,15.08,106.8,1,13.75,2.28
18.06,78.23,322,Risky,5,1.245,14.21,81.9,0,10.77,5.08
33.25,48.32,683,Spoiled,5,0.962,20.84,46.5,1,16.26,0.38
14.6,54.17,119,Safe,5,0.902,5.44,137.0,0,15.38,1.33
11.64,83.32,717,Risky,5,0.661,8.91,103.6,0,12.54,4.28
25.24,54.9,205,Safe,5,1.245,15.51,66.4,0,9.0,0.73
31.8,40.46,416,Risky,5,0.727,16.69,84.9,0,10.4,2.58
32.35,69.45,691,Spoiled,5,0.257,26.03,193.8,0,13.29,4.88
5.92,83.69,727,Spoiled,5,0.745,3.37,199.0,0,16.06,5.98
5.29,48.25,679,Risky,5,0.062,-4.76,37.4,0,11.33,3.45
23.07,58.96,515,Spoiled,5,0.844,14.6,53.8,0,16.28,3.17
18.17,44.77,374,Risky,5,1.246,5.96,99.0,0,19.44,0.75
24.78,54.35,301,Risky,5,1.252,14.93,67.7,0,19.7,1.76
31.86,36.77,91,Spoiled,5,0.074,15.24,196.5,0,18.4,1.39
29.69,54.38,275,Risky,5,0.239,19.49,143.7,0,11.94,0.07
35.46,57.71,54,Risky,5,0.886,25.82,148.8,0,14.19,3.01
37.73,48.47,685,Spoiled,5,0.617,24.97,145.3,0,18.57,1.89
27.49,71.58,260,Risky,5,0.581,21.88,151.1,0,9.96,2.04
31.83,44.45,66,Spoiled,5,0.584,18.21,126.2,0,16.69,0.48
37.42,79.73,687,Spoiled,5,0.695,33.31,126.3,0,12.91,8.61
12.89,45.53,699,Risky,5,0.27,1.41,152.5,1,11.58,2.02
14.56,43.37,327,Safe,5,0.234,2.24,46.8,0,9.34,2.45
20.35,89.89,636,Spoiled,5,0.729,18.63,188.4,0,16.02,8.94
8.04,55.98,293,Risky,5,1.107,-0.21,126.8,0,19.21,3.49
35.4,53.45,348,Spoiled,5,0.88,24.47,159.9,1,15.74,0.38
33.12,41.89,57,Spoiled,5,0.349,18.42,71.3,0,17.93,1.39
36.69,66.57,725,Spoiled,5,0.754,29.42,171.5,0,18.39,0.15
35.25,87.8,651,Spoiled,5,0.777,32.91,40.7,0,18.24,7.31
31.94,39.33,618,Spoiled,5,1.169,16.37,50.5,1,18.28,0.65
30.53,88.22,391,Spoiled,5,1.187,28.35,183.1,0,10.38,0.44
37.56,70.06,542,Spoiled,5,0.217,31.15,55.8,0,9.52,1.91
11.5,89.29,485,Risky,5,1.406,9.8,58.7,0,10.07,4.98
11.4,50.38,143,Safe,5,1.087,1.45,189.6,0,14.64,1.23
32.6,65.92,698,Spoiled,5,1.335,25.38,79.6,0,15.63,2.96
30.57,55.21,172,Spoiled,5,0.569,20.54,134.7,0,16.9,1.35
5.22,35.48,359,Risky,5,0.289,-8.81,27.4,0,13.87,1.0
21.27,66.87,302,Risky,5,0.959,14.86,66.8,0,13.79,0.81
30.79,76.32,364,Spoiled,5,0.333,26.13,156.8,0,11.08,1.19
17.0,52.48,106,Safe,5,0.528,7.2,111.7,0,9.03,2.75
8.39,37.22,647,Spoiled,5,0.597,-5.37,79.0,1,18.04,0.1
9.26,79.51,491,Spoiled,5,0.411,5.9,115.0,0,13.24,0.56
28.37,78.21,338,Spoiled,5,1.266,24.2,153.4,1,19.41,1.18
27.58,81.7,621,Spoiled,5,0.891,24.16,44.4,0,13.65,1.72
28.87,79.77,150,Spoiled,5,0.805,25.01,178.8,1,14.13,2.79
11.58,43.01,546,Spoiled,5,0.153,-0.57,188.8,0,18.99,0.44
23.92,46.38,605,Risky,5,1.035,11.71,34.6,0,15.88,1.59
37.06,65.61,518,Spoiled,5,1.415,29.52,104.1,0,9.16,3.73
26.65,35.14,330,Spoiled,5,1.347,9.97,94.8,0,19.01,2.69
13.09,54.58,515,Spoiled,5,1.422,4.14,60.0,0,18.28,0.71
9.62,46.54,44,Safe,5,0.739,-1.27,82.1,1,11.88,0.33
32.88,83.55,497,Spoiled,5,0.327,29.71,186.5,0,18.28,1.06
33.96,46.78,462,Risky,5,0.968,20.96,54.2,0,10.65,0.05
22.25,53.29,103,Spoiled,5,0.95,12.29,36.0,1,19.04,2.11
12.56,70.65,631,Spoiled,5,0.902,7.37,180.9,0,16.0,1.06
20.41,88.56,604,Spoiled,5,1.081,18.45,184.1,1,11.61,0.18
35.15,50.9,602,Spoiled,5,1.346,23.43,193.4,0,10.03,1.63
26.76,70.58,102,Risky,5,1.22,20.95,138.7,0,12.67,0.54
24.06,84.93,620,Spoiled,5,0.606,21.36,72.6,0,11.72,1.33
8.7,88.1,694,Spoiled,5,0.566,6.84,23.5,0,17.66,2.57
19.06,81.3,182,Risky,5,0.937,15.78,188.0,0,11.72,0.96
31.27,56.42,102,Risky,5,0.489,21.55,92.6,0,10.27,0.24
13.05,41.09,52,Safe,5,1.143,0.13,34.4,1,9.33,10.38
21.61,66.72,399,Spoiled,5,1.348,15.15,61.9,0,17.52,1.32
24.48,50.14,564,Spoiled,5,0.568,13.41,40.0,0,17.78,5.29
11.49,74.18,71,Risky,5,0.396,7.05,24.2,0,17.44,0.93
27.25,37.94,240,Risky,5,0.335,11.65,165.9,0,18.53,1.23
5.07,80.61,433,Risky,5,0.163,2.01,163.5,0,12.04,1.98
17.76,81.39,177,Spoiled,5,1.256,14.53,61.0,1,19.87,0.99
26.18,59.41,465,Risky,5,1.332,17.63,186.7,1,12.31,0.33
11.27,87.01,172,Spoiled,5,0.702,9.19,79.9,0,17.95,6.14
36.71,36.22,435,Risky,5,1.115,19.27,151.1,0,12.68,4.91
30.69,61.95,461,Spoiled,5,0.958,22.54,124.4,0,14.29,0.35
16.5,77.47,42,Risky,5,0.423,12.54,91.2,0,15.77,1.04
10.06,76.25,451,Spoiled,5,1.454,6.07,97.4,0,18.14,0.75
11.88,84.81,457,Spoiled,5,1.15,9.4,161.1,1,12.59,0.16
25.36,38.3,710,Spoiled,5,0.21,10.12,150.4,0,18.37,0.23
18.36,89.04,328,Risky,5,0.379,16.52,131.8,0,11.07,2.81
36.2,68.54,300,Spoiled,5,0.367,29.47,145.6,0,15.88,2.96
22.33,58.7,276,Spoiled,5,0.536,13.84,171.4,1,17.45,0.65
16.91,52.02,581,Risky,5,1.248,6.99,25.1,0,13.6,0.37
21.3,47.02,461,Risky,5,0.636,9.53,37.0,0,13.74,0.12
32.88,48.14,393,Risky,5,0.474,20.44,63.3,0,10.05,2.97
24.54,64.55,240,Safe,5,1.463,17.41,120.0,0,12.16,3.83
8.88,44.68,105,Risky,5,1.294,-2.5,196.8,0,19.46,1.81
7.77,53.19,210,Risky,5,0.117,-1.16,64.4,1,15.05,1.01
6.68,89.39,541,Spoiled,5,1.301,5.06,39.5,1,10.67,3.97
26.68,40.32,690,Risky,5,0.49,12.07,198.5,0,10.06,5.61
24.93,35.45,235,Risky,5,0.913,8.59,152.1,0,17.39,4.41
11.52,54.8,255,Safe,5,1.171,2.74,56.6,0,12.55,7.45
31.59,57.84,351,Spoiled,5,0.634,22.25,86.3,0,19.05,0.4
31.55,77.96,290,Spoiled,5,1.209,27.22,139.1,0,16.67,3.47
9.71,58.02,687,Spoiled,5,1.16,1.85,137.6,0,18.49,4.24
19.14,62.27,297,Safe,5,1.358,11.75,47.3,0,12.2,2.93
30.63,60.45,46,Spoiled,5,0.752,22.08,72.4,0,17.31,0.05
8.85,41.21,297,Safe,5,0.619,-3.61,189.3,0,12.83,6.86
8.55,36.99,7,Safe,5,0.404,-5.31,189.5,0,15.52,2.52
19.11,46.66,225,Risky,5,1.122,7.42,194.5,1,17.11,0.71
36.83,59.31,153,Spoiled,5,0.591,27.56,62.0,0,19.66,0.74
24.83,41.24,198,Safe,5,0.674,10.76,190.3,0,12.05,1.74
37.37,35.55,345,Risky,5,1.384,19.54,67.7,0,12.4,7.76
14.63,57.92,142,Safe,5,0.875,6.43,157.1,0,14.93,1.08
12.72,37.23,635,Risky,5,0.567,-1.52,78.2,0,11.76,4.66
19.26,52.47,286,Risky,5,0.417,9.29,127.1,0,17.66,0.67
18.96,48.61,394,Spoiled,5,0.087,7.88,59.1,1,16.89,0.97
7.92,53.32,621,Risky,5,0.101,-0.99,197.5,1,12.2,0.15
18.75,75.87,450,Risky,5,1.225,14.4,91.8,0,13.22,3.13
12.94,48.79,688,Spoiled,5,0.537,2.42,67.1,0,16.05,5.42
15.6,45.22,477,Safe,5,1.295,3.77,108.7,0,12.61,0.15
34.8,56.92,293,Spoiled,5,0.32,24.97,42.4,1,11.29,1.47
27.26,60.32,614,Spoiled,5,0.809,18.89,100.7,0,19.15,0.06
17.1,48.18,725,Spoiled,5,0.565,6.05,108.7,0,19.83,0.7
26.94,45.73,31,Risky,5,0.765,14.23,182.6,0,17.96,0.64
33.16,62.11,508,Spoiled,5,1.385,24.91,162.3,0,16.68,0.34
37.21,84.82,301,Spoiled,5,0.382,34.21,84.3,0,13.87,1.04
6.48,54.16,621,Risky,5,0.246,-2.11,110.2,1,13.72,2.81
29.48,57.58,64,Risky,5,0.43,20.21,46.3,0,10.91,3.07
26.31,49.5,241,Spoiled,5,0.054,14.89,33.4,0,16.56,2.71
17.25,64.44,597,Spoiled,5,0.436,10.48,43.5,0,18.44,3.37
21.43,56.23,710,Risky,5,0.524,12.34,51.0,0,9.37,0.07
10.57,50.71,287,Risky,5,1.368,0.78,102.8,1,12.2,4.31
34.12,67.59,8,Spoiled,5,1.015,27.25,22.8,0,18.62,0.47
30.42,82.2,39,Spoiled,5,0.053,27.03,161.9,0,13.81,0.23
37.45,57.01,253,Spoiled,5,0.905,27.46,69.5,1,19.56,3.4
7.72,50.32,300,Risky,5,0.133,-1.96,22.1,0,15.03,0.2
21.28,62.79,512,Spoiled,5,0.723,13.89,20.9,0,19.79,4.21
31.42,59.03,399,Spoiled,5,0.188,22.43,103.2,1,17.73,3.47
13.38,84.6,286,Risky,5,0.658,10.84,77.5,0,14.09,1.28
31.03,81.6,13,Spoiled,5,1.386,27.5,108.4,0,11.65,2.83
36.24,63.9,26,Risky,5,0.514,28.29,138.1,0,15.0,2.05
11.13,59.91,690,Risky,5,0.59,3.64,92.0,1,13.95,1.0
29.98,36.59,615,Risky,5,0.258,13.51,153.7,0,14.48,2.09
10.61,58.88,82,Safe,5,0.513,2.9,177.2,0,12.18,0.73
30.18,79.58,722,Spoiled,5,0.229,26.25,124.2,0,10.59,0.01
9.88,64.09,233,Safe,5,0.768,3.41,113.7,0,11.01,3.62
15.96,48.72,516,Risky,5,0.335,5.17,139.0,0,14.68,2.71
16.31,77.17,8,Risky,5,1.406,12.3,139.6,0,11.29,0.91
20.82,67.27,595,Risky,5,1.212,14.52,137.2,0,14.06,2.11
33.89,61.57,130,Spoiled,5,1.224,25.45,159.9,1,17.91,1.8
23.96,56.56,580,Risky,5,0.204,14.79,45.5,0,12.98,0.31
21.6,76.61,501,Spoiled,5,1.086,17.31,101.2,1,17.21,4.75
37.94,52.99,65,Spoiled,5,0.808,26.67,58.0,0,17.89,0.18
23.39,73.62,165,Spoiled,5,0.415,18.4,139.7,0,17.09,0.55
23.08,76.14,130,Spoiled,5,1.1,18.64,85.5,1,14.79,1.02
23.13,77.85,307,Risky,5,0.699,19.05,138.5,0,12.06,0.54
35.75,43.7,438,Spoiled,5,1.273,21.46,162.2,1,17.3,0.28
7.82,59.03,668,Risky,5,0.262,0.32,22.8,1,12.37,0.44
34.11,69.54,184,Risky,5,0.06,27.73,55.3,0,14.03,0.12
9.79,75.65,153,Spoiled,5,0.787,5.7,78.5,0,18.48,0.14
23.33,82.62,516,Spoiled,5,0.166,20.2,29.4,0,14.22,0.65
7.07,40.64,587,Risky,5,0.292,-5.4,82.6,0,13.74,0.61
30.73,38.15,430,Spoiled,5,0.142,14.82,97.5,1,18.12,1.9
20.21,60.61,581,Risky,5,1.074,12.34,118.3,1,10.0,0.32
30.7,78.83,415,Spoiled,5,0.975,26.59,22.5,0,9.45,1.1
10.64,61.89,166,Safe,5,0.434,3.63,37.9,0,10.37,0.41
35.96,83.68,278,Spoiled,5,0.234,32.75,62.7,0,16.85,3.01
6.04,47.34,192,Safe,5,1.393,-4.32,47.4,0,14.93,4.23
28.82,68.8,444,Spoiled,5,0.421,22.5,183.7,0,17.51,4.77
35.33,82.66,228,Spoiled,5,0.662,31.92,126.0,0,10.91,5.61
6.34,75.59,460,Spoiled,5,1.015,2.35,24.4,1,14.7,0.63
35.0,88.32,218,Spoiled,5,0.115,32.77,104.9,0,11.63,5.19
24.02,84.85,450,Spoiled,5,0.878,21.31,176.4,0,15.44,0.06
35.81,43.7,42,Spoiled,5,1.158,21.51,92.7,1,18.24,0.13
34.97,35.95,205,Risky,5,1.346,17.62,184.7,0,14.05,0.95
20.88,69.22,343,Spoiled,5,1.312,15.02,104.3,0,17.45,1.87
18.21,42.08,568,Risky,5,0.109,5.11,146.2,1,13.34,0.57
37.68,74.71,315,Spoiled,5,1.408,32.4,172.9,1,13.09,1.22
5.59,41.23,361,Safe,5,0.434,-6.55,104.3,0,12.82,0.07
8.35,81.25,443,Spoiled,5,0.633,5.33,140.1,1,13.22,0.51
20.01,50.4,189,Risky,5,0.89,9.38,58.9,1,12.11,2.63
20.09,35.11,301,Risky,5,0.453,4.19,154.4,1,12.98,1.66
11.4,49.1,187,Risky,5,0.522,1.09,48.8,1,16.07,1.41
8.89,58.41,276,Risky,5,0.524,1.17,42.4,0,17.25,0.13
31.16,71.14,177,Spoiled,5,0.384,25.29,84.7,0,17.42,1.16
23.76,80.62,180,Risky,5,1.381,20.22,64.9,0,11.27,6.67
23.11,88.97,143,Risky,5,0.759,21.19,161.8,0,12.58,0.96
16.69,55.36,126,Risky,5,1.437,7.7,38.3,1,14.19,0.12
37.42,81.65,621,Spoiled,5,1.092,33.73,41.1,0,12.3,0.34
10.82,80.3,595,Risky,5,0.673,7.56,41.5,0,9.31,0.37
16.19,87.07,456,Risky,5,1.116,14.03,93.2,0,10.77,1.63
19.27,52.6,617,Risky,5,0.508,9.34,29.4,1,10.73,3.75
23.64,85.58,416,Spoiled,5,0.192,21.07,136.7,1,9.49,11.04
34.88,35.55,447,Spoiled,5,0.671,17.36,195.6,0,16.95,1.13
27.4,76.02,629,Spoiled,5,1.092,22.79,32.9,0,16.98,0.95
28.43,75.06,224,Spoiled,5,1.356,23.57,154.8,0,14.45,3.74
21.45,67.26,367,Risky,5,0.898,15.12,78.8,1,9.57,0.62
20.24,44.17,206,Spoiled,5,0.319,7.64,124.2,1,18.87,0.19
22.45,75.62,22,Spoiled,5,1.353,17.92,140.2,1,13.54,1.02
25.12,41.63,426,Risky,5,0.791,11.16,179.5,0,11.55,2.5
14.02,59.86,311,Risky,5,0.571,6.34,160.7,1,11.52,2.97
9.74,77.49,636,Spoiled,5,0.443,5.99,136.7,0,19.29,0.66
6.19,42.88,287,Safe,5,1.398,-5.49,155.4,0,10.85,1.99
27.6,45.05,396,Risky,5,1.447,14.6,179.7,0,12.28,1.38
14.55,48.89,555,Spoiled,5,0.628,3.93,75.7,0,19.21,1.82
5.36,42.45,105,Risky,5,1.032,-6.38,85.9,0,18.79,4.75
13.04,49.88,1,Risky,5,0.348,2.82,111.1,1,14.34,3.15
16.24,85.79,170,Spoiled,5,1.101,13.85,37.1,0,17.29,0.89
33.08,87.0,616,Spoiled,5,0.148,30.62,114.4,0,15.7,4.36
30.96,81.63,495,Spoiled,5,0.441,27.44,154.6,1,16.84,9.62
34.27,70.36,196,Spoiled,5,0.447,28.08,34.3,1,11.25,1.72
11.1,57.58,480,Safe,5,0.645,3.05,176.5,0,13.51,3.65
32.35,74.58,682,Spoiled,5,0.445,27.24,144.0,0,18.33,2.23
35.18,48.59,513,Spoiled,5,1.095,22.69,30.5,0,10.08,0.63
20.59,64.67,454,Risky,5,0.742,13.7,163.8,1,9.74,1.27
36.22,86.02,480,Spoiled,5,0.645,33.49,45.7,1,19.93,0.5
28.3,42.55,473,Risky,5,0.439,14.34,163.6,0,15.46,1.67
10.53,48.26,682,Risky,5,0.092,0.06,183.2,0,11.2,1.42
23.21,87.24,109,Risky,5,1.075,20.97,193.4,0,12.4,9.19
24.07,38.66,561,Risky,5,0.469,9.11,178.6,0,14.49,2.05
14.95,36.66,492,Risky,5,0.509,0.25,122.4,0,11.84,1.91
27.28,57.38,145,Risky,5,0.952,18.11,55.5,1,9.8,1.94
5.94,57.32,486,Risky,5,0.16,-1.85,136.2,0,15.32,1.91
8.03,61.02,493,Risky,5,0.122,0.97,148.0,0,11.84,8.28
37.47,51.72,35,Spoiled,5,0.138,25.82,163.7,1,14.26,1.69
11.48,48.8,663,Spoiled,5,0.318,1.08,130.5,0,18.74,2.35
10.35,79.23,394,Risky,5,1.331,6.91,81.5,0,14.3,8.57
17.42,81.69,601,Spoiled,5,0.59,14.25,155.2,0,16.31,1.34
21.25,55.18,201,Risky,5,1.354,11.89,30.9,0,19.15,0.74
34.77,66.03,470,Spoiled,5,0.199,27.46,133.3,1,9.76,3.49
26.26,47.05,438,Risky,5,0.352,14.05,143.4,0,10.91,2.3
21.29,75.44,103,Spoiled,5,0.359,16.77,177.1,0,18.96,1.8
13.01,51.8,324,Risky,5,0.594,3.33,133.8,0,16.11,1.49
28.08,64.33,480,Spoiled,5,0.07,20.7,32.6,0,18.73,2.57
15.5,82.81,611,Risky,5,0.75,12.59,126.1,0,10.01,1.61
16.84,37.6,343,Risky,5,1.061,2.28,76.5,1,9.83,0.33
22.41,83.82,76,Spoiled,5,1.148,19.53,176.1,1,14.87,0.38
35.24,47.93,332,Spoiled,5,0.878,22.52,163.7,1,16.18,3.37
13.53,81.63,335,Spoiled,5,1.297,10.45,107.7,0,19.63,0.25
16.17,86.09,224,Spoiled,5,0.552,13.84,50.3,1,18.38,2.46
20.73,46.28,591,Risky,5,0.203,8.78,179.6,0,9.97,0.76
33.55,61.49,694,Spoiled,5,1.291,25.11,127.3,0,17.39,0.2
5.0,60.89,515,Spoiled,5,1.388,-1.92,145.5,1,17.17,2.97
24.27,84.08,108,Spoiled,5,1.363,21.4,75.7,0,17.76,11.93
17.74,44.54,667,Risky,5,1.094,5.5,80.5,0,10.74,2.58
9.23,85.42,417,Spoiled,5,1.042,6.91,56.8,1,18.83,6.7
20.33,49.39,418,Spoiled,5,0.464,9.37,67.1,1,16.06,3.0
12.03,82.81,721,Risky,5,0.354,9.2,38.2,0,9.8,0.14
15.42,54.05,521,Spoiled,5,1.069,6.17,170.9,0,19.46,0.36
28.72,47.72,673,Spoiled,5,1.132,16.51,76.0,0,19.66,1.15
13.07,37.0,606,Risky,5,1.278,-1.29,34.0,0,9.21,2.02
13.99,48.25,6,Safe,5,1.149,3.22,147.8,0,14.47,7.19
28.34,45.05,607,Spoiled,5,0.387,15.27,41.5,0,17.31,4.54
15.9,86.32,361,Spoiled,5,1.166,13.62,75.0,0,15.2,5.17
24.93,87.11,15,Spoiled,5,1.477,22.63,67.7,1,11.05,1.81
18.39,42.79,43,Safe,5,0.46,5.51,190.1,0,15.66,0.59
17.12,81.96,436,Spoiled,5,0.659,14.01,131.2,0,19.3,2.34
23.55,87.38,696,Spoiled,5,1.416,21.33,187.9,0,15.0,0.94
14.77,77.34,212,Risky,5,0.415,10.84,178.3,0,11.28,2.53
34.03,68.53,318,Spoiled,5,1.326,27.4,51.3,1,12.02,1.06
20.66,68.34,69,Safe,5,0.178,14.61,70.7,0,12.25,0.13
36.94,54.42,42,Spoiled,5,1.036,26.2,39.8,1,14.64,0.74
16.74,48.35,320,Spoiled,5,0.187,5.77,137.6,1,16.64,5.8
10.65,54.52,556,Risky,5,0.826,1.86,142.4,1,13.82,2.61
29.57,77.61,281,Spoiled,5,0.817,25.23,94.4,0,16.58,4.01
29.01,82.66,263,Spoiled,5,0.454,25.75,160.1,0,15.4,0.24
22.7,75.33,404,Spoiled,5,0.229,18.1,191.2,0,13.11,0.06
