Temperature,Humidity,Storage_Days,Spoilage_Label,Grain_Type,Airflow,Dew_Point,Ambient_Light,Pest_Presence,Grain_Moisture,Rainfall
25.74,65.66,706,Risky,3,0.655,18.81,50.6,0,14.86,6.53
27.59,71.12,4,Risky,3,0.603,21.87,68.0,1,11.49,3.34
31.81,79.87,551,Spoiled,3,0.596,27.89,127.0,0,21.11,0.34
29.96,82.6,688,Spoiled,3,0.206,26.66,20.7,1,16.21,0.82
16.16,62.69,669,Spoiled,3,0.462,9.03,159.6,0,19.76,0.98
27.56,94.63,495,Spoiled,3,0.559,26.62,26.5,0,10.99,3.2
26.91,53.99,69,Risky,3,0.093,16.8,152.3,0,17.92,2.26
18.54,52.65,19,Risky,3,0.156,8.67,157.4,0,21.31,2.17
20.13,87.48,108,Risky,3,0.752,17.98,97.5,0,15.79,1.91
26.82,50.86,128,Safe,3,0.404,15.78,35.6,0,11.84,0.2
41.33,80.63,202,Spoiled,3,0.824,37.31,33.8,0,12.06,0.09
26.04,86.13,676,Spoiled,3,0.983,23.53,143.5,1,10.32,2.04
38.53,93.77,151,Spoiled,3,1.439,37.34,180.7,0,10.23,4.02
19.51,80.56,217,Risky,3,0.871,16.07,123.6,0,13.84,0.66
27.0,62.12,118,Safe,3,0.122,19.12,187.3,0,10.34,0.93
25.56,52.37,308,Safe,3,1.21,15.07,95.8,0,10.67,0.51
38.02,51.95,372,Spoiled,3,1.154,26.4,122.0,1,13.58,0.28
22.39,78.8,552,Spoiled,3,1.224,18.52,198.2,1,11.76,1.34
28.37,58.72,279,Risky,3,0.375,19.5,128.3,0,13.18,0.48
29.42,57.58,614,Spoiled,3,1.031,20.16,98.5,0,21.13,1.91
21.15,66.24,600,Risky,3,1.475,14.6,168.8,1,10.42,0.6
39.52,59.29,568,Spoiled,3,0.245,30.07,143.6,1,12.24,6.77
20.74,71.91,616,Spoiled,3,0.344,15.48,50.5,0,18.74,2.92
17.89,50.74,586,Spoiled,3,0.797,7.53,128.9,1,16.35,0.58
20.31,63.24,271,Risky,3,0.133,13.09,197.0,0,14.69,0.44
20.88,64.19,249,Risky,3,1.195,13.86,116.7,0,20.34,0.2
30.35,66.54,365,Spoiled,3,1.462,23.4,36.3,0,18.95,6.28
27.03,68.53,319,Risky,3,0.364,20.73,148.0,0,13.25,0.99
20.09,62.59,403,Spoiled,3,0.171,12.72,154.1,0,19.56,9.84
18.71,84.62,333,Spoiled,3,1.0,16.06,122.3,1,19.45,3.94
35.54,48.94,303,Spoiled,3,1.069,23.13,172.0,0,21.59,0.39
21.53,57.27,282,Risky,3,1.333,12.72,72.0,1,10.72,0.87
22.52,47.25,565,Risky,3,0.61,10.71,73.4,0,13.62,0.43
32.68,78.96,313,Spoiled,3,0.775,28.54,176.0,0,15.69,0.54
29.3,57.76,240,Risky,3,0.722,20.1,63.9,0,15.53,0.44
17.77,61.08,180,Safe,3,1.418,10.17,47.5,1,10.74,3.81
24.0,58.2,672,Risky,3,0.522,15.27,88.7,0,15.13,2.38
21.03,85.16,591,Spoiled,3,0.654,18.44,57.5,0,10.21,1.85
16.77,92.46,634,Spoiled,3,1.411,15.54,47.0,0,20.51,0.36
16.16,54.21,546,Spoiled,3,0.562,6.9,107.0,0,20.16,7.55
28.04,91.93,657,Spoiled,3,0.23,26.6,185.9,0,18.15,0.98
32.46,63.3,515,Spoiled,3,0.284,24.57,139.9,1,15.02,3.13
22.2,45.75,407,Risky,3,0.797,9.94,151.0,0,13.35,2.78
30.04,55.2,254,Spoiled,3,0.972,20.05,150.2,1,16.31,0.85
16.37,44.72,52,Safe,3,0.924,4.32,94.6,0,16.67,1.04
24.92,81.5,232,Spoiled,3,0.451,21.53,48.2,0,20.21,1.46
25.86,75.48,602,Spoiled,3,0.579,21.18,116.5,0,16.72,0.36
35.99,52.41,724,Spoiled,3,0.907,24.69,41.9,0,19.77,0.34
23.75,67.24,548,Spoiled,3,1.049,17.3,46.5,0,20.87,0.36
20.44,41.06,332,Safe,3,0.409,6.76,80.1,0,14.56,1.59
21.24,82.78,21,Spoiled,3,0.87,18.19,73.6,0,19.37,2.74
16.87,94.99,617,Spoiled,3,1.187,16.06,158.3,0,16.46,1.54
17.05,52.53,261,Risky,3,1.483,7.26,127.3,0,20.84,0.16
18.49,64.78,574,Risky,3,1.27,11.73,86.9,1,13.46,1.24
37.31,44.0,480,Spoiled,3,0.437,22.97,199.4,0,14.55,0.02
26.81,72.76,217,Spoiled,3,0.757,21.5,40.3,1,19.07,1.28
16.9,70.14,669,Risky,3,1.474,11.42,195.9,0,13.01,0.13
38.67,78.85,563,Spoiled,3,1.363,34.32,21.4,0,20.38,1.83
19.61,84.54,159,Risky,3,1.467,16.93,184.4,0,10.58,1.24
33.93,86.95,90,Spoiled,3,0.599,31.44,172.0,0,20.91,0.65
15.99,43.98,392,Risky,3,0.416,3.73,144.5,0,14.45,0.26
23.36,86.78,187,Risky,3,0.298,21.03,44.6,0,11.58,1.59
29.01,66.2,218,Risky,3,1.437,22.05,112.8,0,14.67,4.01
29.92,60.71,73,Safe,3,0.173,21.49,195.1,0,11.46,0.78
27.84,58.49,622,Risky,3,1.389,18.94,42.9,0,15.75,0.85
36.62,53.29,715,Spoiled,3,0.188,25.55,135.1,0,10.87,0.05
24.49,57.4,316,Risky,3,1.245,15.51,163.0,1,13.64,0.44
34.63,44.27,212,Spoiled,3,0.085,20.66,195.7,1,11.09,0.31
39.97,64.75,274,Risky,3,1.035,32.04,163.0,0,11.59,0.41
32.77,68.78,60,Risky,3,1.41,26.26,142.4,0,17.26,0.53
35.24,51.73,70,Risky,3,0.235,23.78,154.9,0,10.21,4.03
38.48,42.77,248,Spoiled,3,0.954,23.55,182.5,0,20.07,2.04
40.33,71.82,170,Risky,3,0.199,34.23,119.0,0,11.87,2.62
36.45,42.16,627,Spoiled,3,1.183,21.5,153.2,0,11.62,0.58
33.22,43.37,691,Risky,3,0.667,19.06,129.8,0,10.24,1.69
39.7,79.9,293,Spoiled,3,0.926,35.56,131.4,0,13.31,2.75
31.86,85.36,402,Spoiled,3,0.49,29.09,160.1,0,12.36,0.41
40.41,60.56,696,Spoiled,3,0.125,31.27,190.9,0,13.98,1.32
40.43,75.85,608,Spoiled,3,1.177,35.32,162.8,1,17.54,9.17
17.25,45.56,630,Spoiled,3,1.051,5.38,120.5,0,18.88,0.94
31.06,44.94,430,Risky,3,0.513,17.69,163.4,0,13.63,1.03
36.25,90.08,113,Spoiled,3,0.674,34.35,89.0,0,11.6,0.03
35.33,79.29,16,Spoiled,3,0.959,31.18,187.7,1,17.5,2.13
24.9,83.55,49,Risky,3,0.829,21.92,38.1,0,17.21,2.86
25.28,59.86,561,Risky,3,0.492,16.91,80.1,1,12.09,1.21
24.49,65.83,602,Spoiled,3,1.0,17.67,134.9,1,19.25,3.02
33.6,57.46,320,Risky,3,0.126,24.02,147.8,0,15.86,0.08
16.46,69.09,315,Safe,3,0.902,10.77,193.4,0,10.62,0.13
21.42,64.0,579,Spoiled,3,0.965,14.32,145.9,1,20.04,0.94
34.65,54.01,478,Risky,3,1.279,23.96,124.6,0,10.72,1.45
32.6,60.74,446,Spoiled,3,0.836,24.01,184.3,1,11.49,1.83
21.31,70.36,303,Risky,3,0.755,15.69,96.8,0,14.34,0.03
37.16,40.74,417,Spoiled,3,0.086,21.57,62.4,1,14.03,5.61
19.38,45.77,207,Safe,3,0.45,7.38,92.6,0,12.74,1.38
32.94,60.03,58,Risky,3,0.478,24.13,70.9,0,15.48,2.5
17.21,82.42,516,Spoiled,3,0.908,14.19,182.8,1,13.83,1.01
39.62,61.15,300,Spoiled,3,1.16,30.7,158.6,0,16.69,5.02
37.49,64.05,407,Spoiled,3,1.327,29.51,170.5,0,12.45,1.04
34.35,90.34,156,Spoiled,3,1.206,32.53,194.5,0,19.46,2.08
36.05,54.13,251,Spoiled,3,0.632,25.29,181.3,1,17.72,1.55
20.22,56.42,463,Risky,3,0.946,11.27,119.7,0,14.49,4.0
36.09,54.39,262,Spoiled,3,0.576,25.4,132.9,1,13.43,2.12
22.71,48.72,196,Risky,3,1.439,11.35,24.3,0,16.66,1.79
15.96,56.26,404,Risky,3,0.086,7.25,61.3,0,16.95,3.1
39.85,92.32,619,Spoiled,3,0.642,38.36,39.2,1,12.23,1.65
23.89,55.8,100,Safe,3,0.925,14.51,130.2,0,11.56,0.36
22.41,83.65,116,Spoiled,3,0.723,19.5,182.5,0,21.96,0.95
28.39,94.49,16,Spoiled,3,0.302,27.42,120.4,0,19.66,1.48
40.67,60.99,566,Spoiled,3,1.054,31.64,48.2,0,15.61,0.04
41.3,62.49,529,Spoiled,3,0.749,32.66,86.6,0,16.73,0.87
22.48,87.74,90,Spoiled,3,0.571,20.34,119.9,1,20.16,4.31
32.4,69.87,543,Risky,3,1.351,26.18,197.8,0,12.59,1.52
35.56,82.81,163,Spoiled,3,0.987,32.17,63.7,0,21.22,0.9
40.93,53.68,155,Spoiled,3,0.593,29.64,140.1,0,19.57,2.83
35.02,56.81,24,Spoiled,3,0.8,25.15,33.5,0,19.57,0.69
31.39,50.78,412,Spoiled,3,1.36,19.95,85.5,0,21.33,7.11
24.98,41.52,590,Spoiled,3,0.51,10.99,32.1,0,18.7,0.17
30.1,84.76,508,Spoiled,3,0.361,27.24,105.0,0,11.09,2.44
39.21,69.79,360,Risky,3,0.993,32.65,169.5,0,13.3,2.9
23.59,49.26,63,Safe,3,1.193,12.32,47.1,0,10.67,2.0
17.63,81.16,289,Spoiled,3,0.884,14.36,129.0,1,16.85,0.08
24.08,76.33,33,Spoiled,3,0.794,19.65,37.5,0,18.54,6.14
31.09,76.41,701,Spoiled,3,0.527,26.44,188.7,0,13.11,0.37
33.74,69.35,510,Spoiled,3,1.074,27.33,139.3,1,14.51,0.95
31.77,57.83,665,Risky,3,0.462,22.42,86.9,0,14.88,2.1
32.31,85.36,241,Spoiled,3,1.28,29.53,75.9,0,20.91,0.86
17.16,70.7,480,Spoiled,3,0.821,11.79,180.4,0,20.1,1.07
15.92,80.28,447,Risky,3,1.143,12.52,35.7,0,11.93,3.57
34.72,50.51,340,Risky,3,0.395,22.91,162.2,1,11.36,0.24
29.49,79.4,351,Spoiled,3,0.149,25.54,193.1,0,18.05,1.66
36.23,62.6,244,Risky,3,1.058,27.93,129.8,0,13.67,2.29
19.07,85.0,196,Spoiled,3,1.372,16.49,26.5,1,14.32,1.12
15.15,62.28,404,Spoiled,3,0.869,7.98,182.3,1,16.8,4.75
21.71,90.16,484,Spoiled,3,1.425,20.02,96.2,0,21.32,1.94
30.0,79.0,165,Risky,3,0.524,25.95,47.9,0,11.31,1.18
35.16,56.17,85,Risky,3,0.464,25.09,169.3,1,11.63,0.53
29.83,90.57,443,Spoiled,3,0.854,28.11,64.1,1,19.04,1.67
18.39,67.59,331,Risky,3,0.174,12.28,36.1,1,13.62,0.06
21.45,66.9,98,Spoiled,3,0.479,15.04,30.2,1,20.13,0.4
36.29,87.77,162,Spoiled,3,1.195,33.93,43.2,0,12.98,1.37
29.65,81.4,181,Spoiled,3,0.315,26.11,72.9,1,11.44,2.53
37.01,91.5,40,Spoiled,3,1.353,35.39,100.5,1,19.16,2.06
25.79,93.32,245,Spoiled,3,0.059,24.63,165.6,0,11.49,0.84
21.56,64.98,62,Safe,3,1.454,14.69,109.1,0,15.63,1.6
35.06,71.97,215,Spoiled,3,0.861,29.23,59.2,0,16.54,3.51
16.38,89.2,283,Spoiled,3,0.073,14.6,34.2,1,19.68,2.53
27.71,45.49,539,Risky,3,1.287,14.85,59.7,0,14.75,0.44
34.3,58.64,19,Risky,3,0.49,25.01,95.3,1,13.76,2.83
38.49,40.58,42,Risky,3,1.303,22.69,126.5,1,10.41,0.35
37.69,47.53,321,Spoiled,3,0.237,24.6,156.1,0,16.72,1.29
16.87,56.51,50,Risky,3,0.894,8.17,140.3,1,21.98,1.3
21.02,49.84,413,Risky,3,0.978,10.14,100.9,0,17.51,7.99
16.39,79.51,519,Spoiled,3,1.282,12.83,145.3,0,17.49,6.59
21.86,68.13,136,Spoiled,3,1.048,15.71,51.8,1,20.52,0.34
39.35,50.31,404,Spoiled,3,0.603,27.07,105.3,0,18.26,0.79
20.35,51.79,308,Risky,3,0.747,10.1,103.8,1,17.35,9.0
22.27,64.76,383,Spoiled,3,0.736,15.31,96.7,0,21.85,0.4
39.0,72.78,326,Spoiled,3,0.065,33.2,184.1,0,15.71,4.91
26.17,93.86,77,Spoiled,3,0.581,25.1,37.4,0,21.84,2.76
34.1,46.4,458,Risky,3,0.484,20.95,66.3,0,15.45,0.22
33.97,42.47,441,Spoiled,3,0.755,19.4,190.6,1,15.45,1.16
29.85,62.43,260,Risky,3,0.482,21.88,66.1,0,11.84,1.29
32.27,73.72,483,Risky,3,0.597,26.96,41.4,0,13.57,6.13
31.15,67.49,191,Risky,3,0.183,24.4,79.9,0,13.85,1.63
38.28,79.56,125,Risky,3,0.494,34.1,38.4,0,12.91,5.12
24.96,43.8,618,Risky,3,1.324,11.78,56.9,0,14.49,3.29
19.92,90.02,449,Spoiled,3,0.082,18.23,98.6,1,13.55,3.02
37.35,83.12,630,Spoiled,3,1.232,33.98,141.5,0,10.55,3.86
23.16,66.85,105,Safe,3,0.463,16.65,174.4,0,15.89,2.5
16.85,84.01,570,Spoiled,3,0.375,14.13,121.4,1,10.44,4.07
36.29,71.51,148,Spoiled,3,0.526,30.29,68.3,1,10.03,0.06
27.79,46.94,451,Spoiled,3,0.899,15.41,33.8,0,18.54,3.64
28.06,71.64,717,Spoiled,3,0.904,22.44,102.7,1,15.12,5.43
16.12,49.77,198,Spoiled,3,0.076,5.62,66.8,1,20.55,1.37
22.24,77.79,353,Spoiled,3,0.73,18.17,119.0,1,16.88,2.88
25.11,44.38,61,Risky,3,0.149,12.12,93.0,1,17.4,0.15
37.4,76.68,55,Spoiled,3,0.596,32.59,148.5,0,17.84,0.25
18.81,91.11,547,Spoiled,3,0.552,17.33,45.1,0,15.84,3.75
15.08,88.45,283,Risky,3,0.139,13.18,184.1,0,12.48,0.85
20.06,83.98,91,Spoiled,3,0.698,17.26,126.7,1,18.85,0.77
17.29,45.68,610,Risky,3,1.127,5.46,141.7,0,11.22,0.52
34.92,93.79,157,Spoiled,3,0.75,33.76,151.9,1,19.86,0.49
25.64,71.25,647,Spoiled,3,1.061,20.04,65.7,0,20.4,1.14
25.38,76.99,573,Spoiled,3,0.896,21.04,107.9,0,17.42,6.02
35.37,67.68,574,Spoiled,3,0.704,28.46,125.9,0,21.74,0.42
19.47,91.27,574,Spoiled,3,0.557,18.01,136.2,0,15.76,1.29
24.86,53.18,728,Risky,3,0.952,14.67,139.1,0,15.36,1.11
41.24,90.3,232,Spoiled,3,1.186,39.32,39.1,0,12.94,1.43
28.77,74.71,418,Spoiled,3,0.925,23.82,113.7,0,16.34,0.31
36.76,58.46,260,Spoiled,3,0.161,27.25,182.2,0,14.26,1.37
21.09,80.49,496,Risky,3,0.407,17.6,113.3,0,13.72,1.46
17.95,49.26,38,Safe,3,1.432,7.15,129.5,0,11.43,0.52
33.55,84.98,72,Risky,3,0.867,30.66,92.2,0,10.7,1.56
15.12,78.28,300,Risky,3,0.86,11.36,119.8,1,12.37,0.33
25.7,88.72,662,Spoiled,3,0.228,23.69,54.4,1,17.66,1.6
41.04,88.3,516,Spoiled,3,1.151,38.7,92.9,0,21.23,0.93
22.61,60.7,158,Safe,3,0.562,14.62,110.1,0,14.33,7.46
15.64,63.8,129,Safe,3,1.261,8.8,27.5,1,12.4,2.54
23.39,60.92,376,Spoiled,3,1.417,15.41,63.1,1,16.22,3.83
36.88,46.04,209,Spoiled,3,0.06,23.34,168.1,0,18.34,0.09
18.83,86.81,630,Spoiled,3,0.053,16.58,66.8,0,12.73,0.28
22.13,89.9,280,Risky,3,1.248,20.39,51.7,0,15.52,2.03
22.76,90.77,466,Spoiled,3,1.223,21.17,194.2,0,20.87,0.14
29.89,79.43,29,Spoiled,3,0.521,25.93,166.2,0,21.02,0.2
25.93,42.44,142,Risky,3,1.06,12.18,150.3,0,21.6,1.64
37.25,63.39,343,Risky,3,0.428,29.1,91.3,0,15.63,2.43
40.35,53.98,52,Spoiled,3,0.516,29.2,80.4,0,21.73,1.57
20.66,43.74,486,Spoiled,3,0.885,7.88,60.1,1,16.72,4.65
29.84,70.05,637,Risky,3,0.595,23.77,77.3,0,11.17,2.22
32.15,85.51,155,Risky,3,0.688,29.4,70.4,0,13.1,1.15
17.95,77.68,615,Spoiled,3,0.357,13.99,68.7,1,16.1,2.0
23.9,42.44,62,Spoiled,3,0.24,10.35,111.1,1,21.89,1.12
27.74,65.95,168,Risky,3,1.382,20.78,130.8,1,16.21,1.67
35.86,89.85,655,Spoiled,3,0.057,33.92,119.1,0,13.38,4.06
41.34,54.21,470,Spoiled,3,0.903,30.19,61.5,0,14.45,2.98
20.66,48.66,425,Spoiled,3,1.363,9.46,189.6,1,16.03,4.09
19.32,47.81,465,Risky,3,1.477,7.97,157.3,0,15.44,0.61
15.89,63.74,74,Risky,3,0.333,9.03,69.7,1,20.22,0.43
23.96,58.28,475,Spoiled,3,0.979,15.25,70.2,0,19.56,0.73
15.49,72.44,363,Risky,3,1.24,10.55,165.6,1,10.91,1.92
20.44,48.08,585,Spoiled,3,0.169,9.08,27.3,0,20.47,0.48
27.07,66.61,658,Risky,3,0.845,20.31,167.6,0,13.1,2.61
36.49,86.33,271,Spoiled,3,1.454,33.82,144.2,0,15.02,0.81
22.96,88.76,577,Spoiled,3,0.356,21.0,92.0,0,10.11,0.36
28.44,82.45,440,Spoiled,3,0.474,25.15,29.3,0,11.19,4.09
19.79,74.01,240,Safe,3,1.2,15.02,173.0,0,13.56,0.57
30.37,52.68,108,Spoiled,3,0.143,19.6,109.2,0,18.15,1.22
30.57,75.35,497,Spoiled,3,1.051,25.7,71.4,0,13.11,0.78
32.31,82.89,102,Spoiled,3,1.071,29.02,194.7,0,20.57,1.84
24.72,88.3,140,Spoiled,3,1.284,22.65,97.2,0,19.43,0.31
19.34,90.65,636,Spoiled,3,0.09,17.77,68.1,0,15.11,0.93
36.83,56.0,29,Spoiled,3,0.378,26.58,141.8,1,14.54,3.44
27.79,83.73,187,Spoiled,3,1.494,24.78,153.8,0,21.09,0.82
20.54,68.67,682,Spoiled,3,1.278,14.58,147.6,0,18.42,0.52
24.1,53.37,390,Risky,3,0.243,14.02,78.1,0,13.72,1.11
30.27,77.25,658,Spoiled,3,0.174,25.83,44.0,0,19.9,1.38
35.03,49.59,622,Spoiled,3,0.074,22.89,190.6,1,19.14,1.14
