Temperature,Humidity,Storage_Days,Spoilage_Label,Grain_Type,Airflow,Dew_Point,Ambient_Light,Pest_Presence,Grain_Moisture,Rainfall
20.1,59.72,632,Risky,1,0.737,12.02,45.2,0,17.89,1.88
26.67,63.31,172,Risky,1,1.436,19.11,122.3,0,21.75,0.43
18.28,74.26,414,Spoiled,1,1.118,13.62,164.2,1,16.01,5.56
37.66,46.7,358,Risky,1,1.237,24.28,199.8,0,12.83,2.03
18.62,44.11,159,Risky,1,1.181,6.16,131.2,1,20.64,0.12
25.97,49.7,322,Safe,1,1.174,14.64,178.4,0,13.9,1.0
23.44,40.6,457,Risky,1,0.457,9.28,176.5,1,12.39,1.03
19.79,86.13,265,Spoiled,1,0.412,17.4,35.8,1,15.51,2.69
18.61,76.3,465,Spoiled,1,0.921,14.35,168.5,1,10.97,0.71
38.85,57.4,31,Spoiled,1,1.47,28.88,95.1,0,20.91,2.47
28.09,88.15,548,Spoiled,1,1.33,25.94,160.1,1,21.24,0.51
29.88,64.5,407,Spoiled,1,0.25,22.44,190.4,0,20.93,10.01
30.55,45.13,570,Spoiled,1,0.294,17.29,71.6,0,20.89,3.84
27.32,51.8,359,Safe,1,1.495,16.52,38.8,0,12.25,6.21
25.67,44.81,300,Safe,1,0.641,12.77,36.2,0,13.63,1.28
31.76,88.6,426,Spoiled,1,0.859,29.64,34.4,0,15.15,1.56
27.3,70.61,280,Spoiled,1,0.378,21.48,30.9,1,21.69,2.6
21.69,82.57,149,Risky,1,0.789,18.59,37.6,0,12.4,3.3
27.96,62.7,325,Risky,1,1.466,20.17,178.0,0,12.37,0.24
24.71,77.12,180,Spoiled,1,1.119,20.42,75.3,0,21.38,1.24
19.1,57.58,66,Risky,1,1.363,10.53,25.6,1,14.57,2.61
18.28,85.88,323,Spoiled,1,0.433,15.87,44.7,1,19.27,3.41
28.76,93.12,603,Spoiled,1,0.42,27.53,198.4,1,19.31,1.04
24.74,91.91,193,Spoiled,1,0.774,23.33,175.7,1,16.37,0.02
36.26,77.13,104,Spoiled,1,0.121,31.59,55.3,0,18.28,0.25
22.16,69.2,646,Risky,1,0.401,16.24,152.8,0,16.44,0.78
28.27,74.83,705,Risky,1,0.619,23.37,151.1,0,12.16,3.43
36.9,45.87,415,Spoiled,1,0.542,23.29,100.5,0,11.84,1.34
33.34,86.94,174,Spoiled,1,1.145,30.86,173.7,1,14.25,0.92
40.96,69.95,629,Spoiled,1,0.492,34.36,47.4,0,10.58,0.89
26.95,91.79,430,Spoiled,1,0.943,25.5,33.9,0,19.92,4.66
39.93,76.99,66,Risky,1,1.203,35.11,91.7,0,13.67,1.81
28.91,64.09,419,Spoiled,1,0.557,21.42,178.4,1,19.67,0.86
19.28,43.24,256,Risky,1,0.499,6.47,172.1,1,10.48,3.69
18.08,90.04,239,Spoiled,1,0.574,16.42,64.9,1,16.47,0.66
29.26,67.61,626,Risky,1,0.864,22.63,134.1,0,12.62,3.02
38.41,40.07,585,Spoiled,1,1.492,22.41,46.1,0,19.89,3.54
31.04,66.7,286,Spoiled,1,0.798,24.1,23.0,0,17.96,0.79
29.69,85.52,369,Spoiled,1,1.415,26.99,169.2,0,12.79,1.52
23.75,61.7,170,Safe,1,0.873,15.95,56.2,0,11.26,0.01
28.0,75.47,671,Spoiled,1,1.413,23.25,46.6,1,14.64,0.67
23.16,53.82,101,Safe,1,0.746,13.28,186.9,0,16.19,0.39
23.71,85.66,175,Risky,1,1.491,21.16,141.9,0,11.07,0.58
25.81,84.96,105,Spoiled,1,0.547,23.08,173.0,1,16.31,1.13
29.84,51.2,510,Risky,1,0.891,18.66,87.1,1,12.54,2.18
21.3,73.25,657,Risky,1,0.459,16.31,78.2,0,10.11,0.25
23.91,85.5,566,Spoiled,1,1.014,21.32,90.2,0,12.67,0.88
26.97,84.65,261,Spoiled,1,0.151,24.16,145.3,0,11.37,2.84
30.88,76.98,365,Spoiled,1,1.184,26.36,29.3,1,17.43,8.51
19.86,45.66,158,Safe,1,1.236,7.79,64.1,0,17.17,4.17
24.78,58.81,312,Safe,1,0.738,16.16,43.4,0,13.2,4.53
41.36,72.21,636,Spoiled,1,1.109,35.32,61.3,0,21.43,1.25
39.49,92.06,537,Spoiled,1,0.068,37.95,133.4,0,18.88,0.58
22.97,88.71,499,Spoiled,1,0.497,21.0,74.4,0,14.31,1.8
40.01,41.97,45,Risky,1,0.648,24.6,166.6,0,14.62,0.69
35.06,90.86,451,Spoiled,1,0.869,33.33,49.6,0,19.45,0.55
30.86,73.24,424,Spoiled,1,0.436,25.5,142.8,0,18.38,6.73
22.15,70.39,48,Safe,1,0.63,16.5,37.2,0,13.86,6.68
22.91,78.29,493,Spoiled,1,0.607,18.92,48.9,0,21.94,0.25
32.62,77.54,140,Spoiled,1,0.681,28.17,47.7,1,11.86,2.13
18.91,46.86,462,Spoiled,1,0.28,7.3,148.7,0,20.46,7.1
24.37,86.3,138,Spoiled,1,0.279,21.93,70.7,1,18.0,1.73
21.49,92.55,202,Risky,1,0.935,20.23,101.4,0,14.22,0.56
20.77,71.83,399,Spoiled,1,1.059,15.5,166.7,0,18.7,2.46
28.43,79.98,187,Spoiled,1,0.346,24.63,190.7,0,20.71,1.57
18.77,68.26,129,Safe,1,1.046,12.79,152.2,0,10.16,0.99
36.92,85.64,261,Spoiled,1,1.006,34.1,174.2,1,14.29,6.01
39.14,65.0,140,Spoiled,1,1.371,31.32,24.9,0,20.28,0.19
40.0,94.32,486,Spoiled,1,0.18,38.91,183.9,1,16.32,0.31
29.3,92.87,25,Spoiled,1,1.123,28.02,160.5,0,21.91,0.97
31.35,70.89,323,Spoiled,1,0.154,25.42,172.2,0,16.1,0.58
27.64,78.87,177,Risky,1,0.401,23.63,174.7,0,13.25,0.14
30.73,64.6,78,Risky,1,1.301,23.27,137.3,0,11.59,0.69
31.59,84.89,464,Spoiled,1,1.351,28.73,107.7,1,16.64,0.67
23.59,89.58,478,Spoiled,1,1.122,21.77,84.2,1,15.37,0.41
31.61,75.79,414,Spoiled,1,1.072,26.8,22.7,0,13.35,0.15
18.93,65.84,194,Risky,1,1.477,12.4,150.1,0,14.68,2.59
20.54,45.61,455,Risky,1,1.195,8.39,184.6,0,16.66,0.17
34.92,56.91,700,Risky,1,1.366,25.08,40.4,0,11.66,0.84
41.48,89.27,378,Spoiled,1,1.019,39.34,176.3,0,18.07,5.6
35.3,63.88,8,Spoiled,1,0.228,27.4,189.2,1,10.72,1.45
20.63,63.37,220,Risky,1,1.287,13.42,135.7,0,19.5,2.35
37.33,48.38,421,Spoiled,1,0.905,24.57,90.2,0,10.92,1.51
39.79,72.7,619,Spoiled,1,0.601,33.94,43.2,0,15.27,2.74
32.27,60.07,695,Risky,1,0.788,23.51,147.1,0,14.67,0.22
22.24,63.88,45,Safe,1,0.754,15.07,107.3,1,11.11,2.13
18.05,66.62,163,Risky,1,0.652,11.74,173.9,0,18.21,1.23
39.12,71.75,119,Risky,1,0.988,33.06,161.1,0,12.45,8.85
27.67,70.7,658,Spoiled,1,0.287,21.85,186.0,0,17.52,0.45
30.08,50.95,510,Spoiled,1,0.838,18.8,131.8,1,19.6,3.06
33.52,81.01,184,Spoiled,1,0.316,29.8,87.0,0,18.87,3.71
40.34,72.53,292,Spoiled,1,1.384,34.42,156.9,1,18.92,1.19
30.71,44.98,150,Risky,1,0.202,17.38,138.9,1,13.14,0.56
30.33,51.26,370,Spoiled,1,0.086,19.12,41.2,0,20.49,1.46
32.6,73.77,2,Risky,1,1.073,27.29,185.9,1,15.93,2.25
33.92,91.86,157,Spoiled,1,0.56,32.4,39.0,1,19.75,5.9
32.43,66.23,92,Spoiled,1,0.085,25.3,126.1,0,21.4,5.43
41.67,70.43,709,Spoiled,1,1.201,35.16,48.0,0,18.15,3.22
32.63,46.44,457,Spoiled,1,1.274,19.63,55.0,0,16.76,0.26
21.77,76.15,718,Spoiled,1,1.139,17.38,175.3,1,21.19,4.93
22.12,75.98,665,Risky,1,0.994,17.68,152.4,0,11.27,1.03
36.57,68.4,443,Spoiled,1,1.454,29.78,195.0,1,15.68,3.89
40.08,47.83,398,Spoiled,1,0.83,26.88,33.6,0,17.79,0.25
22.68,51.44,259,Safe,1,1.367,12.15,87.3,0,15.37,0.23
39.21,70.89,623,Spoiled,1,0.99,32.93,171.9,0,10.07,0.82
33.9,90.44,615,Spoiled,1,1.307,32.11,190.1,0,20.75,0.77
21.4,78.37,562,Spoiled,1,1.277,17.47,173.2,0,20.36,2.01
24.33,61.45,705,Risky,1,0.995,16.43,109.2,0,17.46,2.85
18.61,75.08,100,Risky,1,1.11,14.1,146.5,0,16.16,0.63
35.74,75.09,490,Spoiled,1,0.646,30.62,44.4,0,11.85,2.2
27.27,50.81,465,Spoiled,1,0.555,16.17,24.4,0,21.08,4.64
27.89,77.39,110,Spoiled,1,0.622,23.56,55.8,1,20.03,1.95
39.12,43.52,176,Spoiled,1,0.384,24.42,39.0,0,21.56,1.86
35.01,55.51,705,Spoiled,1,1.441,24.75,139.3,1,16.16,6.51
20.75,77.01,599,Risky,1,1.281,16.57,20.7,0,13.64,10.12
24.15,55.83,446,Spoiled,1,1.297,14.76,160.1,0,19.93,0.87
28.85,58.09,420,Spoiled,1,0.207,19.77,144.8,1,18.94,3.84
34.09,75.17,691,Spoiled,1,0.235,29.05,153.8,0,21.07,1.36
40.64,71.22,380,Spoiled,1,0.849,34.38,27.4,0,15.51,0.0
23.76,57.17,36,Risky,1,1.003,14.77,184.4,1,20.89,1.48
18.52,87.32,479,Risky,1,0.902,16.37,33.9,0,12.43,3.29
37.1,60.19,133,Spoiled,1,0.951,28.07,77.6,1,21.88,5.57
38.2,79.55,14,Spoiled,1,0.955,34.02,177.5,1,17.61,2.89
20.76,93.73,527,Spoiled,1,0.576,19.71,159.1,0,13.69,0.35
38.84,93.34,116,Spoiled,1,0.528,37.56,128.0,0,20.46,0.09
18.63,80.65,550,Spoiled,1,0.164,15.23,86.1,0,17.88,1.6
27.86,72.71,599,Spoiled,1,0.548,22.5,84.6,0,17.22,0.08
24.5,43.51,325,Risky,1,1.102,11.27,182.5,1,15.69,0.37
32.98,46.3,341,Risky,1,1.397,19.9,38.7,0,15.8,2.48
28.79,49.92,83,Risky,1,0.797,17.29,180.6,0,20.75,0.25
28.75,91.04,201,Spoiled,1,1.077,27.14,187.1,0,14.63,3.89
23.08,54.61,712,Spoiled,1,0.98,13.43,107.2,0,21.11,1.98
19.2,81.61,108,Risky,1,0.436,15.97,73.9,0,15.31,0.79
19.15,73.1,617,Risky,1,0.394,14.21,91.5,0,17.12,1.69
37.65,79.3,677,Spoiled,1,1.2,33.43,112.9,0,18.12,2.0
39.77,45.58,676,Spoiled,1,1.381,25.78,136.8,0,19.29,13.86
22.47,72.2,726,Risky,1,0.152,17.21,49.4,0,13.09,1.88
28.57,42.68,335,Risky,1,0.961,14.63,53.8,1,15.79,1.26
24.22,52.14,106,Risky,1,0.327,13.77,95.2,1,14.87,3.61
30.3,47.76,120,Spoiled,1,0.26,17.97,183.2,0,19.86,0.92
28.02,51.45,629,Risky,1,1.217,17.06,133.8,0,14.83,3.18
27.32,73.43,468,Spoiled,1,0.939,22.14,187.7,0,18.01,0.05
39.97,52.86,124,Risky,1,0.948,28.49,137.1,0,12.72,3.37
40.26,69.45,343,Spoiled,1,0.908,33.56,103.8,1,14.73,1.46
40.72,83.92,314,Spoiled,1,0.415,37.45,57.6,0,14.72,0.25
21.58,54.92,459,Risky,1,0.481,12.12,23.5,1,14.89,1.19
22.71,56.24,506,Spoiled,1,1.187,13.54,107.0,1,17.67,5.47
23.53,93.67,41,Spoiled,1,1.281,22.45,38.5,0,21.29,0.72
29.37,59.18,365,Spoiled,1,0.244,20.56,74.6,0,16.69,2.1
26.02,70.9,400,Spoiled,1,1.043,20.32,62.5,0,21.54,2.71
41.14,90.66,676,Spoiled,1,0.089,39.3,96.9,0,19.06,1.55
25.96,85.67,607,Spoiled,1,1.391,23.37,20.9,1,10.28,0.34
28.45,63.54,140,Risky,1,0.311,20.85,140.7,0,18.41,1.5
25.01,67.72,458,Spoiled,1,0.324,18.62,193.1,0,17.18,2.41
32.01,85.35,669,Spoiled,1,1.457,29.23,32.8,0,16.73,1.37
32.03,50.75,659,Spoiled,1,0.093,20.52,186.3,0,20.9,3.28
23.56,45.26,459,Risky,1,1.076,11.01,76.4,1,12.22,0.75
31.25,87.44,338,Spoiled,1,0.716,28.91,24.6,0,12.15,0.19
34.96,45.79,591,Spoiled,1,0.767,21.51,31.5,0,21.67,0.05
18.16,53.67,612,Risky,1,1.002,8.61,102.7,0,12.7,0.15
20.51,82.06,241,Spoiled,1,0.44,17.34,93.1,1,18.13,1.49
24.26,48.25,679,Spoiled,1,0.456,12.62,22.7,1,19.93,0.62
33.04,77.08,9,Spoiled,1,0.056,28.47,60.4,0,19.61,0.36
41.84,55.9,313,Spoiled,1,1.383,31.19,174.3,0,16.44,3.63
35.06,80.23,674,Spoiled,1,0.478,31.13,92.1,0,12.32,2.25
38.42,79.41,311,Spoiled,1,0.119,34.2,196.7,0,20.91,1.09
30.46,48.24,712,Spoiled,1,1.492,18.27,67.0,1,21.66,3.22
34.11,47.4,698,Spoiled,1,1.277,21.31,193.9,0,17.01,3.82
25.08,77.97,647,Spoiled,1,1.309,20.96,83.6,0,18.85,0.88
26.74,57.29,412,Risky,1,1.397,17.58,135.3,0,13.79,4.86
29.42,50.18,641,Risky,1,1.133,17.95,190.7,0,16.4,3.53
36.01,53.87,400,Spoiled,1,1.166,25.17,136.1,0,12.72,2.13
31.44,59.56,46,Risky,1,0.346,22.6,112.1,0,15.9,0.43
18.77,44.93,38,Safe,1,0.531,6.56,75.1,1,12.86,8.32
41.03,68.08,91,Spoiled,1,1.439,33.94,127.4,0,17.15,0.11
22.49,64.92,719,Risky,1,1.065,15.56,53.5,1,10.31,1.99
33.2,68.58,267,Spoiled,1,0.64,26.62,25.8,0,21.69,1.27
30.22,54.52,645,Spoiled,1,0.978,20.02,118.7,1,17.78,3.07
33.38,93.88,94,Spoiled,1,0.749,32.25,60.2,0,14.34,1.1
31.01,46.75,455,Risky,1,0.198,18.27,98.0,0,11.68,6.56
38.0,79.81,178,Spoiled,1,1.055,33.89,156.3,1,20.37,2.25
41.18,66.61,717,Spoiled,1,0.284,33.69,126.1,1,12.59,2.14
30.74,77.67,227,Spoiled,1,0.939,26.38,137.6,0,16.8,1.39
40.82,94.64,154,Spoiled,1,0.118,39.78,84.6,1,21.71,0.27
27.53,76.92,595,Spoiled,1,0.227,23.11,101.5,0,21.0,5.58
39.2,83.94,24,Spoiled,1,1.22,35.97,62.6,0,10.71,0.34
30.31,44.1,573,Risky,1,1.285,16.71,153.4,0,12.52,3.36
32.82,79.71,186,Spoiled,1,0.425,28.84,107.4,0,21.55,4.9
26.71,78.01,164,Spoiled,1,0.113,22.55,27.0,0,20.14,0.04
25.68,71.89,41,Spoiled,1,0.286,20.22,144.1,1,17.48,6.16
29.09,77.95,593,Spoiled,1,0.629,24.84,148.9,0,15.56,2.73
38.37,75.9,120,Spoiled,1,0.513,33.34,56.9,0,21.86,0.67
18.99,90.07,131,Spoiled,1,1.271,17.32,185.5,1,20.6,1.55
24.01,70.94,549,Spoiled,1,1.408,18.4,110.4,0,19.38,4.0
22.94,77.33,5,Spoiled,1,0.642,18.75,152.5,0,20.2,0.87
19.34,64.34,75,Safe,1,0.424,12.43,75.6,0,10.55,3.49
35.03,50.42,164,Spoiled,1,1.047,23.16,69.3,0,21.77,2.64
25.86,82.6,571,Spoiled,1,0.209,22.66,82.1,0,10.14,1.55
28.56,79.88,602,Risky,1,1.375,24.74,85.6,0,11.59,0.29
22.97,54.99,227,Risky,1,0.099,13.43,58.0,0,18.35,5.48
29.52,83.54,143,Spoiled,1,0.55,26.43,162.2,0,21.59,6.85
23.67,48.38,639,Risky,1,0.646,12.12,130.9,1,13.18,0.96
39.13,66.55,315,Spoiled,1,0.413,31.73,169.8,0,17.64,4.95
35.87,92.21,100,Spoiled,1,1.48,34.4,198.1,0,21.19,0.34
39.1,73.48,531,Spoiled,1,0.606,33.47,118.8,0,17.66,3.62
32.17,73.95,413,Spoiled,1,0.297,26.92,116.6,1,17.5,1.46
37.05,88.66,339,Spoiled,1,1.095,34.85,91.9,0,20.63,0.23
26.64,71.89,556,Risky,1,0.216,21.14,106.3,0,14.27,1.83
20.43,89.73,75,Risky,1,0.702,18.68,29.4,1,11.17,4.03
39.38,86.27,372,Spoiled,1,0.676,36.65,199.9,1,17.51,3.35
25.62,93.22,715,Spoiled,1,0.701,24.44,162.9,0,21.95,0.92
21.06,60.77,462,Risky,1,1.473,13.18,146.6,0,10.57,5.36
27.69,66.44,563,Spoiled,1,1.265,20.86,160.6,0,18.28,0.42
33.73,80.02,249,Spoiled,1,0.715,29.79,123.4,0,14.54,0.39
22.18,42.13,604,Risky,1,0.391,8.7,138.9,0,11.75,0.82
33.29,63.43,238,Risky,1,1.385,25.38,126.8,0,15.41,1.04
18.81,53.95,100,Risky,1,0.769,9.29,155.3,1,18.66,1.15
27.84,48.41,205,Spoiled,1,0.067,15.94,117.3,1,21.4,0.46
31.22,42.27,94,Risky,1,0.065,16.86,60.2,0,14.56,1.66
38.28,79.57,376,Spoiled,1,0.414,34.1,108.4,0,21.97,1.15
18.22,52.93,674,Risky,1,0.524,8.46,117.1,0,10.5,0.09
23.21,92.57,727,Spoiled,1,0.525,21.94,174.9,0,10.89,1.57
20.27,56.59,719,Risky,1,0.588,11.36,169.5,0,12.59,0.5
18.5,85.03,387,Spoiled,1,0.112,15.93,66.1,1,13.57,0.94
26.65,62.21,141,Risky,1,0.958,18.81,38.2,0,20.36,2.54
28.72,56.57,511,Risky,1,0.661,19.22,165.0,0,12.33,1.61
37.38,85.95,418,Spoiled,1,1.167,34.62,34.5,0,21.49,0.42
38.61,88.8,356,Spoiled,1,0.431,36.42,156.2,0,10.79,0.52
25.23,86.88,70,Risky,1,0.58,22.88,198.4,0,14.91,0.89
28.25,79.9,11,Risky,1,0.278,24.44,162.7,0,17.22,1.73
41.94,69.29,391,Spoiled,1,0.986,35.12,191.1,0,19.41,0.34
41.4,45.59,309,Spoiled,1,1.077,27.25,157.4,0,17.7,1.25
25.27,50.05,437,Risky,1,1.352,14.11,189.7,0,16.26,0.16
35.18,87.66,377,Spoiled,1,0.697,32.81,54.0,0,12.58,0.12
33.59,92.2,494,Spoiled,1,0.072,32.14,184.9,0,17.55,0.26
39.92,68.99,53,Spoiled,1,0.675,33.12,102.1,0,21.57,1.48
23.12,50.43,250,Risky,1,0.737,12.25,180.4,0,17.66,0.31
40.81,93.37,474,Spoiled,1,0.383,39.52,132.3,0,16.32,8.3
25.51,88.81,133,Spoiled,1,0.356,23.52,97.7,0,18.6,0.8
28.92,67.49,484,Risky,1,0.098,22.28,155.6,0,12.48,1.66
37.47,62.4,45,Spoiled,1,0.976,29.04,126.3,0,20.12,1.02
35.84,53.28,577,Spoiled,1,0.291,24.83,37.2,0,12.19,0.84
22.03,43.96,511,Spoiled,1,1.255,9.19,197.7,0,18.13,2.75
18.99,50.29,564,Spoiled,1,0.729,8.41,174.8,0,20.7,3.44
28.36,57.6,230,Spoiled,1,1.479,19.18,171.6,1,20.2,1.19
31.17,52.1,217,Risky,1,1.183,20.16,72.8,0,17.46,3.86
20.13,43.73,634,Risky,1,0.185,7.4,88.6,0,15.43,0.48
33.56,90.96,203,Spoiled,1,1.088,31.87,38.9,0,12.21,4.54
28.72,41.02,579,Spoiled,1,1.069,14.15,33.0,1,21.03,1.41
41.83,68.93,342,Risky,1,1.071,34.92,20.9,0,13.49,2.37
39.38,80.32,337,Spoiled,1,0.199,35.34,90.3,1,17.05,0.59
31.45,46.14,459,Spoiled,1,0.441,18.46,93.0,1,17.06,0.24
32.49,57.94,360,Risky,1,1.394,23.12,97.9,0,17.18,0.01
28.82,86.28,167,Spoiled,1,0.844,26.29,80.4,1,17.0,1.63
34.22,85.48,700,Spoiled,1,1.312,31.42,199.5,0,12.28,0.56
32.42,40.96,29,Spoiled,1,0.06,17.44,37.5,0,20.22,0.12
22.46,76.25,128,Risky,1,0.304,18.06,153.6,0,17.42,0.92
29.49,74.76,77,Risky,1,0.663,24.53,161.5,0,18.13,0.47
